url_length,has_https,has_at_symbol,has_hyphen,suspicious_word,has_ip,dot_count,digit_count,special_char_count,is_shortened,slash_count,domain_length,label
38,0,0,0,0,0,3,1,0,0,2,22,1
38,0,0,1,0,0,3,9,0,0,2,10,0
59,0,0,1,0,0,3,10,0,0,5,20,1
48,0,0,0,0,0,1,0,0,0,4,12,0
117,0,0,1,1,0,5,0,0,0,7,19,1
21,0,0,0,0,0,1,2,0,0,1,13,1
78,0,0,0,1,0,7,0,0,0,3,25,1
45,0,0,1,0,0,2,0,0,0,2,24,0
11,0,0,0,0,0,1,4,0,0,0,11,1
39,0,0,1,0,0,3,3,0,0,1,30,1
42,0,0,1,0,0,3,0,0,0,3,16,1
28,0,0,0,0,0,2,0,0,0,2,14,0
61,0,0,1,0,0,3,11,0,1,2,18,0
108,0,0,1,0,0,8,12,0,0,2,15,0
263,0,0,0,0,0,14,67,18,0,5,12,1
44,0,0,0,0,0,3,0,0,0,2,15,0
19,0,0,0,0,0,1,0,0,0,1,18,0
67,0,0,1,0,0,1,0,0,0,3,14,0
17,0,0,0,0,0,1,0,0,0,1,16,0
40,0,0,0,0,0,1,10,1,0,4,10,0
21,0,0,0,0,0,2,0,0,0,2,16,0
16,0,0,0,0,0,2,1,0,0,1,15,1
26,0,0,0,0,0,1,6,0,0,2,14,0
54,0,0,0,0,0,1,8,3,0,4,17,0
66,0,0,1,0,0,3,10,0,0,4,23,1
21,0,0,1,0,0,2,0,0,0,1,20,1
29,0,0,0,0,0,3,0,0,0,1,16,0
125,0,0,1,1,0,7,8,11,0,5,17,1
30,0,0,0,0,0,3,6,0,0,2,17,1
64,0,0,0,0,0,1,19,0,0,5,15,1
15,0,0,0,0,0,1,3,0,0,1,8,1
49,0,0,1,0,0,1,0,0,0,2,11,0
20,0,0,0,0,0,1,4,0,0,1,12,1
44,0,0,0,0,0,2,4,2,0,2,14,0
64,0,0,1,0,0,1,15,0,0,3,12,0
33,0,0,0,0,0,2,0,0,0,3,13,0
13,0,0,0,0,1,3,9,0,0,1,12,1
52,0,0,1,0,0,2,0,0,0,6,11,1
22,0,0,1,0,0,1,3,0,0,1,13,1
59,0,0,1,0,0,3,9,0,1,1,21,0
73,0,0,1,0,0,1,9,0,0,4,16,0
34,0,0,0,0,0,2,0,1,0,2,8,0
64,0,0,1,0,0,3,6,0,1,3,24,0
27,0,0,0,0,0,1,2,0,0,2,17,1
98,0,0,1,1,0,6,2,5,0,8,18,1
27,0,0,0,0,0,2,4,0,0,2,14,0
66,0,0,1,0,0,2,0,0,0,5,11,0
61,0,1,0,0,0,3,1,2,0,4,12,1
35,0,0,0,0,0,1,0,0,0,4,12,0
41,0,0,0,0,0,2,0,1,0,2,16,0
32,0,0,1,0,0,1,0,0,0,2,14,0
107,0,0,0,0,0,1,21,1,0,8,16,1
41,0,0,0,0,0,3,0,0,0,3,13,1
52,0,0,0,0,0,2,3,0,0,1,23,0
47,0,0,1,0,0,1,4,1,0,4,19,0
29,0,0,0,0,0,3,1,0,0,3,19,0
21,0,0,0,0,0,1,3,0,0,1,14,1
56,0,0,0,0,0,3,2,1,0,6,16,1
37,0,0,0,0,0,2,0,1,0,2,16,0
158,0,0,1,1,0,5,30,8,0,3,19,1
77,0,0,0,0,0,2,4,0,0,6,14,1
88,0,0,1,1,0,3,4,0,0,4,14,1
61,0,0,0,0,0,4,1,0,1,7,21,1
94,0,0,0,0,0,3,23,3,0,6,11,1
71,0,0,1,0,0,1,0,2,0,4,19,1
58,0,0,1,0,0,2,0,0,0,3,32,0
62,0,0,0,0,0,2,9,5,0,3,21,1
37,0,0,0,0,0,1,0,0,0,4,14,1
50,0,0,1,0,0,1,25,0,0,3,12,1
45,0,0,1,0,0,3,0,0,1,2,17,0
34,0,0,0,0,0,2,0,1,0,2,16,0
58,0,0,1,0,0,2,2,1,0,4,16,0
32,0,0,0,1,0,2,0,0,0,1,20,1
28,0,0,0,0,0,1,0,0,0,1,27,0
15,0,0,0,0,0,1,1,0,0,1,8,1
44,0,0,1,0,0,1,7,0,0,3,10,0
45,0,0,1,0,0,2,0,0,0,3,26,1
169,0,0,0,1,0,14,58,3,0,3,120,1
27,0,0,0,0,0,2,15,1,0,2,13,1
35,0,0,1,0,0,2,2,0,0,1,26,1
47,0,0,1,0,0,2,3,1,0,1,15,0
53,0,0,0,0,1,3,30,0,0,2,13,1
57,0,0,1,0,0,2,4,2,0,3,16,1
64,0,0,0,0,0,1,21,0,0,4,9,1
46,0,0,0,0,0,3,0,2,0,2,16,0
49,0,0,0,0,0,2,3,5,0,1,10,1
58,0,0,0,0,0,2,0,0,0,1,30,0
13,0,0,0,0,0,1,0,0,0,1,12,0
61,0,0,0,0,0,2,0,0,0,4,21,1
73,0,0,1,0,0,1,7,4,0,3,14,0
90,0,0,1,1,0,5,10,0,0,13,19,1
51,0,0,0,0,0,2,0,2,0,2,16,0
70,0,0,1,0,1,6,16,1,0,4,15,1
55,0,0,0,0,0,2,4,6,0,2,16,0
22,0,0,0,0,0,1,0,0,0,1,21,0
27,0,0,0,0,0,1,0,0,0,2,21,1
33,0,0,0,1,0,2,0,0,0,2,25,1
61,0,0,1,0,0,3,5,0,0,2,24,0
37,0,0,1,0,0,1,3,0,0,2,12,0
57,0,0,1,0,0,2,2,0,0,5,14,0
13,0,0,0,0,0,1,0,0,0,1,12,0
25,0,0,0,0,0,1,0,0,0,2,18,1
371,0,0,1,1,0,3,45,11,0,3,45,1
69,0,0,1,1,0,2,3,1,0,7,12,1
31,0,0,0,0,0,1,4,0,0,2,25,1
103,0,0,0,1,0,7,22,5,0,5,30,1
16,0,0,0,0,0,1,0,0,0,1,15,0
45,0,0,0,0,0,3,1,0,0,2,28,0
16,0,0,0,0,0,1,1,0,0,1,10,1
73,0,0,1,1,0,5,1,3,0,7,12,1
23,0,0,0,0,0,2,3,0,0,2,12,0
41,0,0,1,1,0,1,0,0,0,4,15,1
25,0,0,0,0,0,2,4,0,0,1,24,0
16,0,0,0,0,0,1,0,0,0,1,15,1
102,0,0,0,0,0,2,12,6,1,5,28,0
30,0,0,0,0,0,3,0,0,0,2,11,0
153,0,0,1,1,0,16,9,0,0,5,15,1
20,0,0,1,0,0,1,0,0,0,4,9,1
37,0,0,0,0,0,3,0,0,0,2,23,1
99,0,0,1,0,0,4,12,0,0,1,18,0
68,0,0,0,0,0,2,0,1,0,7,17,1
77,0,0,1,1,0,2,21,0,0,5,15,1
20,0,0,0,0,0,1,2,0,0,2,11,0
54,0,0,1,0,0,2,4,0,0,2,17,0
37,0,0,0,0,0,2,0,0,0,3,11,1
31,0,0,0,0,0,1,3,0,0,5,7,0
20,0,0,0,0,0,1,0,0,0,1,19,0
32,0,0,0,0,0,3,3,0,0,2,20,1
51,0,0,1,0,0,2,5,1,0,1,18,0
31,0,0,0,0,0,1,2,2,0,1,11,0
38,0,0,0,0,0,1,0,0,0,3,14,1
44,0,0,0,0,0,1,6,0,0,3,12,0
42,0,0,1,0,0,3,1,2,0,2,14,1
67,0,0,1,0,0,3,6,1,0,7,11,1
77,0,0,1,0,0,1,5,3,0,2,10,0
55,0,0,1,0,0,1,15,0,0,3,12,0
32,0,0,0,0,0,2,4,0,0,1,18,0
49,0,0,0,0,0,2,0,1,0,4,13,0
43,0,0,1,0,0,1,4,0,0,3,16,0
52,0,0,0,0,0,1,27,0,0,4,12,1
19,0,0,0,0,0,1,0,0,0,0,19,1
22,0,0,0,0,0,2,0,0,0,1,9,0
30,0,0,0,0,0,3,0,0,0,1,16,0
38,0,0,1,0,0,2,0,0,0,3,14,0
55,0,0,0,0,0,2,12,0,0,5,11,0
42,0,0,0,0,0,2,0,0,0,4,12,1
67,0,0,0,0,0,1,1,2,0,3,10,0
69,0,0,1,0,0,2,3,0,0,2,9,0
78,0,0,0,0,0,2,0,0,0,1,30,0
49,0,0,0,0,0,2,0,0,0,2,19,0
26,0,0,0,0,0,2,2,0,1,1,11,0
86,0,0,0,0,0,3,12,0,0,7,30,1
39,0,0,0,1,0,2,0,2,0,2,18,1
103,0,0,1,1,0,3,2,2,0,5,24,1
60,0,0,1,0,0,5,0,0,0,2,32,0
21,0,0,0,0,0,1,0,0,0,1,20,1
20,0,0,0,0,0,2,0,0,0,2,15,1
35,0,0,0,0,0,2,0,0,0,1,20,1
23,0,0,0,0,1,4,9,0,0,2,12,1
35,0,0,0,0,0,2,1,1,0,1,21,0
34,0,0,1,0,0,1,1,0,0,3,9,0
27,0,0,1,0,0,1,0,0,0,2,11,0
92,0,0,0,0,0,2,14,6,0,6,14,0
175,0,0,1,0,0,5,25,14,0,2,36,0
24,0,0,0,0,0,1,0,0,0,2,16,1
27,0,0,0,0,0,2,4,0,0,2,14,0
138,0,0,0,0,0,3,25,7,0,6,21,1
51,0,0,1,1,0,2,0,0,0,3,11,1
18,0,0,0,0,1,3,14,0,0,0,18,1
14,0,0,0,0,0,1,0,0,0,1,13,0
9,0,0,0,0,0,1,1,0,0,1,8,1
49,0,0,1,1,0,3,0,0,0,3,18,1
26,0,0,0,0,0,1,0,0,0,2,17,1
44,0,0,1,0,0,1,7,0,0,2,13,0
20,0,0,0,0,0,2,0,0,0,1,19,0
75,0,0,0,0,1,7,14,3,0,6,14,1
54,0,0,1,0,0,1,1,0,0,2,20,0
159,0,1,1,1,0,2,24,6,0,4,20,1
66,0,0,0,0,0,5,1,1,0,5,19,1
150,0,0,1,1,0,7,32,0,0,1,139,1
45,0,0,0,1,0,2,0,0,0,3,16,1
146,0,0,0,1,0,7,54,0,0,5,65,1
55,0,0,0,0,0,2,0,0,0,5,15,1
34,0,0,1,0,0,1,0,0,0,3,9,0
37,0,0,0,0,0,2,0,0,0,4,14,1
30,0,0,0,0,0,2,0,0,0,1,29,0
83,0,0,0,1,0,2,21,0,0,5,18,1
66,0,0,1,0,0,3,16,0,0,5,30,0
31,0,0,0,0,0,2,0,0,0,1,15,1
34,0,0,0,0,0,2,0,0,0,2,14,0
77,0,0,1,0,0,2,9,4,0,3,10,0
77,0,0,0,0,0,4,6,1,0,12,16,1
54,0,0,1,0,0,2,0,1,0,3,16,0
113,0,0,0,0,0,2,29,5,0,2,11,1
45,0,0,1,0,0,2,3,0,0,2,19,1
44,0,0,0,0,0,4,0,0,0,1,32,1
60,0,0,0,0,0,1,22,0,0,4,13,1
36,0,0,0,0,0,2,3,2,0,1,18,0
32,0,0,0,0,0,1,1,0,0,6,10,1
22,0,0,0,0,0,1,1,0,0,1,14,1
178,0,0,1,0,0,3,11,15,0,1,36,1
27,0,0,0,0,1,4,13,0,0,1,14,1
100,0,0,0,0,0,2,18,0,0,6,17,1
33,0,0,0,1,0,2,0,0,1,3,18,1
24,0,0,0,0,0,1,0,0,0,1,23,0
42,0,0,0,0,0,2,0,3,0,2,16,0
247,0,0,1,1,0,6,101,6,0,4,24,1
24,0,0,0,0,0,1,7,0,0,3,8,0
37,0,0,0,0,0,1,5,0,0,5,13,0
45,0,0,0,0,0,1,0,4,0,1,16,0
82,0,0,1,0,0,3,5,4,0,1,14,0
27,0,0,0,0,0,2,2,0,0,1,16,0
54,0,0,0,0,0,1,0,2,0,1,22,0
82,0,0,1,0,0,3,0,1,0,7,30,1
35,0,0,0,0,0,3,0,1,0,2,19,0
87,0,0,1,0,0,1,17,0,0,5,14,0
215,0,0,1,1,0,12,80,0,0,1,198,1
28,0,0,0,0,0,2,0,0,0,1,15,0
84,0,0,1,1,0,2,4,0,0,2,15,0
93,0,0,1,0,0,2,7,0,0,2,11,0
46,0,0,0,0,0,3,1,0,0,3,19,0
19,0,0,0,0,0,1,0,0,0,1,18,0
32,0,0,0,0,0,3,0,0,0,1,22,0
371,0,0,1,1,0,3,50,11,0,3,45,1
61,0,0,1,0,0,2,5,6,0,3,11,0
160,0,0,0,0,0,2,19,6,0,2,11,1
81,0,0,1,0,0,1,20,0,0,6,19,1
39,0,0,1,0,0,2,3,1,0,2,11,0
75,0,0,1,0,0,3,2,0,0,3,24,0
29,0,0,1,0,0,2,4,0,0,2,15,1
17,0,0,0,0,0,1,4,0,0,1,11,1
20,0,0,0,0,0,1,0,0,0,1,19,0
32,0,0,0,0,0,2,0,0,0,2,14,1
47,0,0,1,1,0,6,0,2,0,1,28,1
90,0,0,1,0,0,6,25,6,0,5,36,1
20,0,0,0,0,0,1,1,0,1,1,12,1
28,0,0,1,0,0,1,4,0,0,2,8,0
30,0,0,0,0,0,2,4,0,0,3,12,1
30,0,0,0,0,0,2,0,0,0,2,18,1
98,0,0,1,0,0,2,5,1,0,7,11,0
107,0,0,1,0,0,1,1,0,0,4,8,0
108,0,0,1,1,0,5,4,3,0,8,12,1
59,0,0,1,0,0,1,22,0,0,3,14,1
27,0,0,0,0,0,2,0,0,0,2,10,1
20,0,0,1,0,0,2,1,0,0,1,15,1
371,0,0,1,1,0,3,50,12,0,3,45,1
14,0,0,0,0,0,2,0,0,0,1,13,0
29,0,0,0,0,0,3,0,1,0,1,16,0
29,0,0,0,0,0,2,0,0,0,2,13,1
73,0,0,1,0,0,1,12,0,1,2,14,0
49,0,0,0,0,0,2,2,0,0,4,12,0
63,0,0,1,0,0,2,5,0,0,4,17,1
33,0,0,0,0,0,2,1,0,0,2,25,1
30,0,0,0,0,0,1,3,0,0,3,19,1
36,0,0,0,0,0,3,0,0,0,3,17,1
32,0,0,0,0,0,3,4,0,0,1,23,1
108,0,0,0,0,0,2,7,6,0,3,16,0
28,0,0,1,0,0,1,5,0,0,1,20,1
14,0,0,0,0,0,1,2,0,0,1,8,1
371,0,0,1,1,0,3,57,16,0,3,45,1
124,0,0,1,1,0,6,8,11,0,5,14,1
28,0,0,0,0,0,3,0,0,1,1,27,1
158,0,0,1,1,0,5,46,8,0,3,19,1
73,0,0,1,0,0,2,0,1,0,7,21,1
44,0,0,1,0,0,2,0,0,0,2,11,0
40,0,0,0,0,0,3,0,0,0,2,20,1
38,0,0,0,0,0,2,0,0,0,1,20,0
25,0,0,1,0,0,1,2,0,0,3,16,0
45,0,0,0,0,0,2,2,0,0,6,16,0
38,0,0,1,0,0,3,1,1,0,2,16,1
25,0,0,1,0,0,1,0,0,0,2,11,0
56,0,0,0,1,0,2,4,0,0,6,12,1
24,0,0,0,0,0,2,0,0,0,1,12,0
39,0,0,1,0,0,2,8,0,0,2,12,0
41,0,0,0,1,0,2,5,2,0,1,16,1
54,0,0,0,0,0,2,6,6,1,2,15,0
31,0,0,0,0,0,1,2,0,0,1,22,1
21,0,0,1,0,0,1,2,0,0,0,21,1
30,0,0,0,0,0,2,1,0,0,1,12,0
21,0,0,0,0,0,1,0,0,0,1,20,0
34,0,0,0,0,0,1,0,0,0,2,23,0
76,0,0,0,0,0,1,19,1,0,4,19,1
65,0,0,1,0,0,1,10,0,0,3,10,0
17,0,0,0,0,0,2,1,0,0,1,16,1
43,0,0,0,0,0,3,1,0,0,3,23,1
81,0,0,1,0,0,2,13,0,0,4,25,0
30,0,0,0,0,0,2,3,2,0,1,12,0
45,0,0,0,1,0,3,0,2,0,2,16,1
53,0,0,0,0,0,1,23,0,0,4,9,1
32,0,0,0,0,0,1,0,0,0,2,21,0
98,0,0,1,0,0,3,7,9,0,4,12,1
67,0,0,0,0,0,2,8,4,0,1,27,0
48,0,0,0,0,0,2,0,0,0,3,23,1
148,0,0,0,0,0,1,13,0,0,2,16,1
56,0,0,0,0,0,5,0,1,0,4,12,1
122,0,0,1,0,0,2,7,6,0,5,17,0
46,0,0,1,0,0,1,0,0,0,2,8,0
21,0,0,0,0,0,2,0,0,0,1,13,1
87,0,0,1,0,0,2,11,0,0,3,23,0
73,0,0,0,0,0,2,6,7,0,2,16,0
31,0,0,1,0,0,2,1,0,1,1,30,1
66,0,0,1,1,0,7,1,0,0,3,44,1
23,0,0,0,0,0,2,0,0,0,1,13,1
54,0,0,0,0,0,3,0,0,0,1,40,1
95,0,0,1,1,0,5,5,5,0,8,11,1
31,0,0,1,0,0,1,2,3,0,1,11,0
30,0,0,0,0,0,2,0,0,0,2,10,0
42,0,0,1,0,0,2,2,2,0,2,12,0
79,0,0,1,0,0,1,7,0,0,4,10,0
18,0,0,1,0,0,1,0,0,1,3,8,0
64,0,0,1,0,0,2,4,0,0,6,9,1
25,0,0,0,0,0,1,7,0,0,3,8,0
40,0,0,0,1,0,2,0,2,0,3,11,1
238,0,0,1,0,0,5,67,2,0,3,11,1
72,0,0,1,1,0,2,16,3,0,2,25,1
143,0,0,1,0,0,6,34,5,0,5,12,1
82,0,0,0,0,0,4,30,2,0,2,25,1
37,0,0,0,0,0,3,4,0,0,2,22,0
78,0,0,1,0,0,1,0,0,0,3,21,0
23,0,0,0,0,0,2,3,0,0,0,23,1
52,0,0,0,0,0,3,1,3,0,7,12,1
35,0,0,0,0,0,1,4,2,0,1,13,0
94,0,0,1,0,0,1,8,0,1,5,15,0
28,0,0,0,0,0,3,0,0,0,1,15,0
185,0,0,1,1,0,2,76,5,1,2,12,1
37,0,0,0,0,0,2,0,0,0,1,26,0
38,0,0,1,0,0,2,12,0,0,1,13,0
26,0,0,0,0,0,2,0,0,0,2,16,0
14,0,0,0,0,0,1,0,0,0,1,13,1
45,0,0,1,0,0,2,0,1,0,2,12,0
23,0,0,0,0,0,1,0,0,0,2,12,1
118,0,0,1,0,0,2,8,0,0,2,14,0
28,0,0,1,0,0,2,0,0,0,1,10,0
27,0,0,0,0,0,2,0,0,0,2,16,0
25,0,0,0,0,0,1,0,0,0,2,19,0
65,0,0,1,0,0,1,1,0,0,2,14,0
95,0,0,1,0,0,1,5,0,0,2,13,0
24,0,0,0,0,0,1,0,0,0,3,9,1
91,0,0,1,0,0,1,17,1,0,4,11,1
101,0,0,1,0,0,1,16,0,0,3,8,0
30,0,0,0,0,0,1,0,1,0,2,11,0
17,0,0,0,0,0,1,0,0,0,1,16,0
59,0,0,0,0,0,1,21,0,0,3,20,1
65,0,0,1,0,0,3,0,0,0,5,21,1
37,0,0,1,0,0,1,0,0,0,3,11,0
25,0,0,0,0,0,2,0,0,0,1,24,0
45,0,0,0,0,0,2,0,0,0,3,16,1
42,0,0,1,0,0,1,6,0,0,3,11,0
106,0,0,1,1,0,7,1,8,1,4,23,1
127,0,0,1,1,0,10,0,2,0,1,111,1
56,0,0,1,0,0,4,18,1,0,1,29,0
116,0,0,0,1,0,2,0,9,0,6,13,1
28,0,0,0,0,0,1,0,2,0,1,6,0
81,0,0,1,0,0,3,7,0,0,3,33,1
9,0,0,0,0,0,1,0,0,0,1,8,0
42,0,0,0,0,0,2,5,2,0,1,18,0
95,0,0,1,1,0,8,9,0,0,8,14,1
96,0,0,1,0,0,1,0,0,0,3,24,0
66,0,0,1,0,0,3,6,0,1,3,24,0
16,0,0,0,0,0,2,0,0,0,1,15,1
83,0,0,0,0,0,3,0,0,0,9,21,1
22,0,0,0,0,0,3,0,0,0,1,12,0
11,0,0,0,0,0,1,2,0,0,1,10,0
41,0,0,0,0,0,3,0,0,0,3,24,0
38,0,0,0,0,0,4,0,0,0,3,17,1
201,0,0,1,1,0,5,86,5,0,3,28,1
64,0,0,1,0,0,3,10,2,0,3,15,0
56,0,0,1,0,0,4,7,0,1,3,20,0
29,0,0,1,0,0,2,0,0,0,2,16,0
37,0,0,0,0,0,1,18,0,0,0,37,1
34,0,0,0,0,0,1,0,0,0,1,33,0
96,0,0,1,0,0,5,0,1,0,4,44,1
92,0,0,1,0,0,2,19,2,0,3,25,0
24,0,0,0,0,0,1,3,0,0,1,6,1
76,0,0,1,0,0,3,7,0,1,3,30,0
46,0,0,0,0,0,1,4,2,0,1,16,1
20,0,0,0,0,0,1,0,0,0,2,10,0
31,0,0,1,0,0,1,2,3,0,1,11,0
30,0,0,0,0,0,2,0,0,0,2,11,0
47,0,0,0,0,0,3,2,0,0,3,21,0
50,0,0,1,0,0,3,6,0,0,2,32,1
21,0,0,0,0,0,2,2,0,0,1,15,1
11,0,0,0,0,0,1,4,0,0,0,11,1
40,0,0,0,0,0,2,0,0,0,3,12,0
70,0,0,1,0,0,4,6,4,0,2,27,0
83,0,0,1,1,0,2,2,0,0,8,22,1
18,0,0,0,0,0,2,1,0,0,1,12,1
38,0,0,0,0,0,2,0,0,0,2,13,0
24,0,0,0,0,0,2,0,0,0,1,15,0
70,0,0,1,0,0,2,7,0,0,2,11,0
61,0,0,1,0,0,2,12,0,0,5,23,0
57,0,0,0,0,0,3,0,0,0,3,20,0
44,0,0,0,0,0,4,9,2,0,2,23,1
38,0,0,0,0,0,2,0,0,0,3,16,0
39,0,0,1,0,0,1,8,0,0,5,12,0
15,0,0,0,0,0,1,0,0,0,1,14,0
23,0,0,0,0,0,1,2,0,0,1,13,1
106,0,0,1,1,0,7,2,5,0,8,13,1
63,0,0,1,1,0,2,4,4,0,5,12,1
69,0,0,0,0,0,2,26,0,0,3,21,1
70,0,0,0,0,0,1,20,0,1,4,19,1
24,0,0,0,0,0,2,1,0,0,1,23,1
20,0,0,1,0,0,2,0,0,0,2,14,1
36,0,0,1,0,0,3,1,0,0,2,26,1
20,0,0,0,0,0,1,0,0,0,1,19,0
100,0,0,1,0,0,4,10,0,0,2,29,1
26,0,0,0,0,0,2,3,0,1,1,25,1
24,0,0,0,0,0,1,3,0,0,1,17,1
44,0,0,0,0,0,3,0,0,0,3,17,1
79,0,0,1,0,0,3,17,0,0,5,14,1
43,0,0,0,0,0,2,3,1,0,2,22,1
19,0,0,0,0,0,1,0,0,0,1,11,0
63,0,0,0,0,0,3,1,3,0,7,16,1
51,0,0,1,0,0,5,2,0,0,3,23,0
42,0,0,0,0,0,2,0,0,0,1,24,0
45,0,0,0,0,0,2,0,2,0,3,19,0
30,0,0,0,0,0,2,0,0,0,1,15,0
37,0,0,0,0,0,1,13,2,0,1,11,0
23,0,0,0,0,0,1,0,1,0,1,11,0
44,0,0,0,0,0,1,5,0,0,3,12,0
107,0,0,0,0,0,2,23,4,0,2,11,1
30,0,0,0,1,0,3,1,0,0,1,20,1
48,0,0,1,0,0,2,0,0,0,1,23,0
37,0,0,1,0,0,1,5,0,0,3,10,0
81,0,0,1,1,0,7,1,5,0,3,23,1
36,0,0,0,0,0,2,0,0,0,4,16,0
102,0,0,0,1,0,5,1,7,0,4,15,1
42,0,0,0,0,0,1,7,0,0,4,22,0
104,0,0,1,1,0,7,2,5,0,8,15,1
345,0,0,1,1,0,3,55,10,0,3,45,1
44,0,0,0,0,0,2,1,0,0,3,12,0
40,0,0,1,0,0,2,0,0,0,1,19,0
27,0,0,0,0,0,4,1,0,0,1,16,0
36,0,0,0,0,0,2,0,0,0,2,19,1
21,0,0,0,0,0,1,2,0,0,1,12,1
29,0,0,1,0,0,1,0,0,0,2,14,0
66,0,0,1,0,0,1,6,0,0,5,13,0
31,0,0,1,0,0,1,0,0,0,2,19,1
15,0,0,0,0,0,1,1,0,0,1,8,1
16,0,0,0,0,0,1,0,0,0,1,15,1
18,0,0,0,0,1,3,14,0,0,0,18,1
63,0,0,1,0,0,1,8,0,0,3,8,0
44,0,0,0,0,0,3,0,0,0,2,23,1
112,0,0,1,1,0,3,41,4,0,2,13,1
62,0,0,0,1,0,5,0,0,0,3,31,1
21,0,0,0,0,0,2,0,0,0,1,13,1
33,0,0,0,0,0,3,0,1,0,1,15,0
27,0,0,1,0,0,2,0,0,0,1,18,1
110,0,0,1,0,0,5,5,2,0,3,47,1
42,0,0,1,0,0,1,6,0,0,2,12,0
50,0,0,0,0,0,2,13,2,0,2,17,0
110,0,0,1,0,0,2,20,7,0,1,15,0
11,0,0,0,0,0,1,0,0,0,1,10,0
41,0,0,1,0,0,1,0,0,0,2,14,0
42,0,0,1,0,0,1,9,0,0,3,12,0
45,0,0,1,0,0,1,0,0,0,3,16,0
27,0,0,0,0,0,1,0,0,0,1,26,0
48,0,0,0,1,0,4,0,2,0,3,27,1
121,0,0,1,1,0,7,2,8,1,4,25,1
60,0,0,1,0,0,2,0,0,0,2,14,0
21,0,0,1,0,0,2,0,0,0,1,20,1
46,0,0,0,0,0,2,3,2,0,2,14,0
63,0,0,0,0,0,4,2,1,0,4,28,1
33,0,0,0,0,0,2,6,0,0,1,24,1
70,0,0,1,0,0,1,1,2,0,2,15,0
22,0,0,0,0,0,2,3,0,0,1,16,1
29,0,0,1,0,0,1,0,0,0,2,14,0
28,0,0,0,0,0,2,0,0,0,1,18,0
27,0,0,0,1,0,1,0,0,0,2,16,1
74,0,0,0,0,0,2,7,0,0,4,19,0
76,0,0,0,0,0,3,20,0,0,3,25,1
55,0,0,0,0,0,2,0,3,0,4,8,0
92,0,0,1,0,0,5,9,2,0,3,19,1
18,0,0,0,0,0,1,0,0,0,1,17,0
13,0,0,0,0,0,1,0,0,0,1,12,0
40,0,0,0,0,0,2,10,2,0,1,24,1
49,0,0,0,0,0,2,0,2,0,2,16,0
28,0,0,0,0,0,1,0,0,0,3,15,1
31,0,0,1,0,0,2,0,0,1,1,30,0
33,0,0,0,0,0,3,8,0,0,2,16,1
37,0,0,1,0,0,1,6,0,0,5,12,0
20,0,0,0,0,0,2,0,0,0,2,14,0
31,0,0,0,0,0,2,0,0,1,1,18,0
52,0,0,0,0,0,3,0,3,0,3,18,1
19,0,0,0,0,0,2,0,0,0,1,18,1
43,0,0,0,0,0,3,0,0,0,2,22,1
22,0,0,0,0,0,2,0,0,0,2,15,1
26,0,0,1,0,0,2,0,1,0,2,24,1
29,0,0,1,0,0,2,0,0,0,1,20,1
51,0,0,1,0,0,1,10,0,0,3,10,0
41,0,0,0,0,0,3,8,3,0,1,16,1
21,0,0,0,0,0,1,1,0,0,1,10,1
43,0,0,1,0,0,2,0,0,0,2,21,1
141,0,0,1,0,0,2,43,2,0,5,12,1
62,0,0,0,0,0,5,2,0,0,4,14,1
25,0,0,0,0,0,1,2,0,0,1,19,1
30,0,0,0,0,0,4,0,0,0,1,21,0
22,0,0,0,0,0,1,0,0,0,2,16,0
39,0,0,0,0,0,2,0,2,0,1,15,0
118,0,0,0,0,0,2,4,12,0,4,13,0
109,0,0,1,0,0,3,42,1,0,4,21,1
45,0,0,1,0,0,2,0,0,0,2,10,0
58,0,0,0,0,0,3,0,0,1,4,25,0
29,0,0,0,0,0,2,0,0,0,2,16,1
48,0,0,0,0,0,2,0,3,0,2,16,0
28,0,0,0,0,0,3,1,0,0,1,17,1
23,0,0,0,0,0,1,0,0,0,2,14,0
31,0,0,0,0,0,1,0,0,0,2,18,0
367,0,0,1,0,0,2,67,32,0,4,16,1
34,0,0,0,0,0,1,0,0,0,3,22,1
34,0,0,1,0,0,3,1,0,0,1,17,0
52,0,0,0,1,0,2,17,0,0,2,19,1
37,0,0,0,0,0,3,0,0,0,2,16,0
36,0,0,0,0,0,2,0,0,0,2,19,0
252,0,0,1,1,0,16,60,5,0,6,16,1
26,0,0,0,0,0,1,0,1,0,2,13,0
65,0,0,1,0,0,3,0,0,0,5,18,1
48,0,0,0,0,0,3,5,0,0,3,23,0
63,0,0,0,0,0,2,6,7,1,1,11,0
41,0,0,0,0,0,2,0,0,0,3,17,0
363,0,0,1,1,0,3,51,13,0,3,45,1
29,0,0,1,0,0,2,0,0,0,2,8,1
16,0,0,0,0,0,2,0,0,0,1,15,0
37,0,0,0,0,0,2,6,0,0,4,19,0
75,0,0,0,1,0,2,11,4,0,4,22,1
96,0,0,0,0,0,3,6,13,0,1,22,0
34,0,0,0,0,0,1,0,0,0,3,9,0
85,0,0,1,1,0,5,7,6,0,3,32,1
18,0,0,0,0,0,1,0,0,0,2,11,0
74,0,1,0,0,0,4,0,2,0,2,21,1
37,0,0,1,0,0,2,7,0,0,2,10,0
53,0,0,1,0,0,1,9,0,0,3,12,0
24,0,0,1,0,0,2,0,0,0,1,23,0
23,0,0,0,0,0,2,0,0,0,1,22,1
57,0,0,1,0,0,5,3,1,0,5,16,1
